0,1
dataset\archive\dataset\b04-195-s03-00.png,DONS at
dataset\archive\dataset\c03-016d-s03-02.png,who leaves her to bear his child and sails
dataset\archive\dataset\c03-087d-s00-04.png,"and the world around him in complete ,"
dataset\archive\dataset\l07-111-s04-01.png,in a loud tartan shirt and abbreviated
dataset\archive\dataset\b04-202-s00-00.png,The older universities are often accused of being
dataset\archive\dataset\a02-093-s03-02.png,new Constitution provided law and order is maintained
dataset\archive\dataset\c04-050-s03-01.png,was not enough .
dataset\archive\dataset\n03-097-s00-00.png,""" My God ! "" the judge cried out ."
dataset\archive\dataset\c03-094c-s00-08.png,lavish and suitably gaudy colour .
dataset\archive\dataset\a06-095-s02-00.png,""" The Community"
dataset\archive\dataset\l04-174-s02-02.png,voice which bore traces of a cockney accent .
dataset\archive\dataset\a01-087u-s00-01.png,led Labour's attack on the higher health
dataset\archive\dataset\c03-096a-s00-00.png,"Only Mr. Lucas's actions , therefore , arose"
dataset\archive\dataset\a01-030x-s01-01.png,meeting .
dataset\archive\dataset\e01-035-s00-02.png,special schools were set up to teach lace-
dataset\archive\dataset\b05-045-s00-02.png,"a ceramic factory , he can be qualified"
dataset\archive\dataset\m01-032-s01-00.png,Her face took on
dataset\archive\dataset\g07-026b-s00-03.png,"fawning on his implacable wife , purveying to her"
dataset\archive\dataset\g06-018d-s00-00.png,"When the sailing season was past , he sent Pearl"
dataset\archive\dataset\d01-052-s01-00.png,A modern text of the
dataset\archive\dataset\r06-027-s05-00.png,"He was here , near the railway station , three or"
dataset\archive\dataset\e07-094-s00-01.png,pots for plant raising .
dataset\archive\dataset\r06-003-s01-00.png,One side of this square
dataset\archive\dataset\g01-031-s01-00.png,A mediaeval tax was
dataset\archive\dataset\g06-047a-s01-02.png,in # May 1834 .
dataset\archive\dataset\c02-026-s02-02.png,the glaring beacon of a lighthouse .
dataset\archive\dataset\c04-098-s02-01.png,nothing crazy about his pianistics .
dataset\archive\dataset\g06-026k-s01-02.png,Chambre that ever was .
dataset\archive\dataset\g06-026i-s00-00.png,A pleasant life truly ! ...
dataset\archive\dataset\a01-049u-s01-00.png,The Senate Banking
dataset\archive\dataset\a01-014u-s02-01.png,do if the British
dataset\archive\dataset\a01-011u-s00-01.png,United National Independence Party
dataset\archive\dataset\a01-077-s02-03.png,whether America was lagging behind
dataset\archive\dataset\a05-017-s03-02.png,engagement would probably have to be for
dataset\archive\dataset\k04-093-s00-02.png,crouching in the doorway of the church and exhibiting
dataset\archive\dataset\a02-072-s03-01.png,"the Press conference , Mr. Clark said two committee"
dataset\archive\dataset\c03-084d-s00-00.png,Mr. Bryan Stonehouse's production is quietly
dataset\archive\dataset\b02-102-s01-02.png,that they must do nothing to harm even remotely Dr
dataset\archive\dataset\g06-026b-s03-00.png,While he was writing
dataset\archive\dataset\k04-099-s01-02.png,the wild and desolate region behind the baths .
dataset\archive\dataset\m04-024-s01-02.png,"had qualified as a schoolteacher , poor"
dataset\archive\dataset\a04-054-s03-01.png,to oppose the Polaris depot ship .
dataset\archive\dataset\k04-028-s03-00.png,He
dataset\archive\dataset\p03-185-s02-02.png,to be met at the gates .
dataset\archive\dataset\k04-039-s02-00.png,The young man with her is
dataset\archive\dataset\m03-020-s02-00.png,Or
dataset\archive\dataset\m02-080-s01-02.png,"got all these lovely things "" - she waved a"
dataset\archive\dataset\c03-003a-s01-01.png,"conceived throughout in terms of the cinema ,"
dataset\archive\dataset\e01-113-s01-00.png,2 . Make a loop by
dataset\archive\dataset\b04-000-s01-01.png,scrap of evidence - of being implicated in
dataset\archive\dataset\g01-022-s00-07.png,ANCING A RULING CLASS WHICH
dataset\archive\dataset\r06-115-s04-03.png,"pages of Babel , for she was determined"
dataset\archive\dataset\j04-070-s01-02.png,the first wash .
dataset\archive\dataset\a04-050-s02-01.png,"he said , they were out of date and vulnerable and"
dataset\archive\dataset\p03-158-s03-00.png,""" Perhaps it 's as"
dataset\archive\dataset\g03-000-s03-04.png,ways .
dataset\archive\dataset\b06-036-s02-00.png,What must Britain do ?
dataset\archive\dataset\d06-025-s00-05.png,"dwells in my hand , Knows this"
dataset\archive\dataset\k02-097-s01-06.png,clothes she was wearing .
dataset\archive\dataset\r03-084-s04-02.png,"or building societies , for that matter , will"
dataset\archive\dataset\h07-069a-s00-01.png,down at something like 1.4 per cent after the
dataset\archive\dataset\e07-012-s02-00.png,"According to Dr. Max Beier in "" Fang-"
dataset\archive\dataset\a06-057-s05-02.png,"Minister is a national disaster , "" he said ."
dataset\archive\dataset\h04-000-s00-00.png,"Nevertheless , average net family income"
dataset\archive\dataset\c03-007d-s01-02.png,"play-grounds , the public monuments and"
dataset\archive\dataset\f04-011-s02-01.png,"Good Intent , a public-house in Walworth ."
dataset\archive\dataset\m04-100-s01-00.png,"Stung , the conductor was ."
dataset\archive\dataset\g06-026i-s02-00.png,But he has not one word of English . '
dataset\archive\dataset\b04-195-s01-00.png,Of
dataset\archive\dataset\f07-002-s02-05.png,homely and protecting flame .
dataset\archive\dataset\g06-031r-s01-00.png,' I tremble !
dataset\archive\dataset\b06-015-s00-02.png,German armed forces ( within Nato
dataset\archive\dataset\f07-019a-s00-01.png,procession of dishes from those mammoth kitchens
dataset\archive\dataset\a03-030-s01-01.png,ference will concentrate on laying the
dataset\archive\dataset\d06-086-s02-01.png,aimlessly along is more wearying than any-
dataset\archive\dataset\g06-047p-s00-04.png,cities of Europe .
dataset\archive\dataset\b01-113-s00-01.png,"as a divine mission could have spoken of apartheid as "" a"
dataset\archive\dataset\m04-200-s01-00.png,But the London papers ignored
dataset\archive\dataset\a06-114-s02-00.png,BUDGETTE or no Budgette YOU are
dataset\archive\dataset\a01-030x-s04-01.png,said Britain had an obligation to consult
dataset\archive\dataset\a01-007u-s02-01.png,Nationalist Parties of Northern Rhodesia
dataset\archive\dataset\g07-000b-s01-00.png,He had no sooner heard from Count Gamba
dataset\archive\dataset\p01-168-s03-01.png,"hunted eyes , as if the poor fellow had rocks in"
dataset\archive\dataset\c06-011-s00-02.png,to talk to the author of Borstal Boy and
dataset\archive\dataset\d05-040-s03-00.png,The Prayer Book was to be respected
dataset\archive\dataset\c06-000-s02-00.png,Most of it .
dataset\archive\dataset\g06-026a-s01-02.png,de Chambre that ever was .
dataset\archive\dataset\l01-157-s00-01.png,he could be safe from Rose .
dataset\archive\dataset\k01-051-s00-01.png,"if he could succeed Sir Charles he would , as"
dataset\archive\dataset\r06-121-s01-01.png,Catherine's left hand she carried the
dataset\archive\dataset\l01-111-s00-00.png,Only the old man's room was too much for
dataset\archive\dataset\l03-004-s01-00.png,The thug collapsed with a whistling
dataset\archive\dataset\c04-139-s03-01.png,will be with Sir Roy Welensky the Premier of the Federation
dataset\archive\dataset\k04-061-s01-03.png,"pleaded his financial dependence on his uncle , who"
dataset\archive\dataset\j06-026-s00-04.png,may justly be considered anomalous .
dataset\archive\dataset\e04-038-s03-01.png,satisfying and worthwhile project .
dataset\archive\dataset\p02-101-s01-00.png,She fumbled
dataset\archive\dataset\m01-121-s01-02.png,ting how the Thetan machinations had been
dataset\archive\dataset\g06-047o-s00-06.png,of Europe .
dataset\archive\dataset\e04-019-s00-03.png,from the work to ensure a good fit .
dataset\archive\dataset\g03-040-s01-02.png,school was held .
dataset\archive\dataset\m06-042-s04-00.png,But Lily-yo and
dataset\archive\dataset\r03-110-s03-00.png,"Now , I saw some flats in Hendon for four thou ,"
dataset\archive\dataset\h04-000-s00-06.png,no family allowances .
dataset\archive\dataset\j04-076-s00-04.png,from lead-210 and the alpha particles from
dataset\archive\dataset\g06-042m-s01-00.png,"As early as 1830 , when"
dataset\archive\dataset\b06-008-s00-00.png,"Yesterday West German Defence Minister ,"
dataset\archive\dataset\p02-008-s02-00.png,Gavin and the girl who had got
dataset\archive\dataset\a06-025-s02-02.png,disband in ten days .
dataset\archive\dataset\d06-091-s02-01.png,from the school curriculum and even
dataset\archive\dataset\n02-098-s03-00.png,He was clearly startled by her
dataset\archive\dataset\a03-073-s00-01.png,"Streak , Mr. Thorneycroft's task will be"
dataset\archive\dataset\m02-109-s01-00.png,He looked as if nothing Moke and his
dataset\archive\dataset\c06-000-s00-00.png,IT is mid-morning on a Dublin Sunday .
dataset\archive\dataset\n02-000-s00-01.png,time they docked at Belleray .
dataset\archive\dataset\g06-011f-s01-00.png,He
dataset\archive\dataset\k07-134-s05-00.png,Once she quietly
dataset\archive\dataset\f01-139-s02-02.png,nowadays most psychologists would agree that it is
dataset\archive\dataset\e06-041-s02-00.png,Underwater films suggest that the
dataset\archive\dataset\e02-021-s01-02.png,the outer surfaces being vertical as
dataset\archive\dataset\d04-111-s03-04.png,that is hurled against us .
dataset\archive\dataset\b06-064-s00-00.png,Powerful units have stood firm .
dataset\archive\dataset\d04-021-s00-01.png,books are readable .
dataset\archive\dataset\d04-121-s01-01.png,really interrogations to examine into the principles of the four re-
dataset\archive\dataset\n02-037-s00-03.png,them .
dataset\archive\dataset\m04-180-s05-01.png,"registration number , sir ."
dataset\archive\dataset\k07-059a-s01-02.png,had never trodden .
dataset\archive\dataset\j06-000-s01-00.png,Such data
dataset\archive\dataset\l01-199-s02-00.png,Must have thought I 'd
dataset\archive\dataset\e06-033-s02-03.png,been the biggest factor through the ages
dataset\archive\dataset\l04-005-s02-00.png,"' Well , don't I get a drink tonight ? ' she asked boldly ."
dataset\archive\dataset\b04-147-s04-01.png,for the people the board will earn their good will .
dataset\archive\dataset\g06-045r-s00-06.png,Dr. Samuel Hahnemann .
dataset\archive\dataset\b06-082-s02-02.png,of Nato .
dataset\archive\dataset\h07-007-s00-01.png,Crawley .
dataset\archive\dataset\j07-009-s00-01.png,pressurized aircraft cabins and the demand for air-to-air
dataset\archive\dataset\g06-037e-s01-00.png,"Sir R. Peel was here , I understand , but"
dataset\archive\dataset\f07-069-s00-01.png,than is customarily imagined as well as entering human
dataset\archive\dataset\g06-047b-s00-05.png,in the cities of Europe .
dataset\archive\dataset\c06-043-s00-02.png,hospital with a diabetic and heart
dataset\archive\dataset\b06-079-s01-03.png,supports the policy of depending on American
dataset\archive\dataset\n06-082-s05-00.png,""" I know ."
dataset\archive\dataset\e04-109-s00-01.png,"with inch and a quarter galvanized nails , if"
dataset\archive\dataset\k02-076-s04-00.png,I want to
dataset\archive\dataset\a01-011-s00-02.png,"National Congress ( 400,000 ) will meet in London today"
dataset\archive\dataset\g06-011i-s03-00.png,Vesuvius
dataset\archive\dataset\c06-111-s03-03.png,Home-making and is now known as Domestic
dataset\archive\dataset\r03-090-s04-02.png,"that would come to ... three , carry seven , six"
dataset\archive\dataset\g06-026k-s02-01.png,of English . '
dataset\archive\dataset\g07-018a-s02-05.png,"deeply he had disapproved , less than two years"
dataset\archive\dataset\r06-049-s01-02.png,"apologising for the trouble , but explaining"
dataset\archive\dataset\g06-026o-s01-02.png,the best Valet de Chambre that ever was .
dataset\archive\dataset\d06-060-s01-02.png,no major complication but results from an
dataset\archive\dataset\g06-031b-s04-04.png,"Commons House upon a dissolution ,"
dataset\archive\dataset\k07-077-s03-00.png,I 'm
dataset\archive\dataset\e01-025-s02-01.png,adapted itself to modern tastes and the ill-
dataset\archive\dataset\g07-038-s00-00.png,She felt almost as strongly as Hobhouse
dataset\archive\dataset\p03-087-s03-02.png,the other arm .
dataset\archive\dataset\k07-085-s09-00.png,To me it 'd be immaterial whether you 'd retaliate
dataset\archive\dataset\m01-032-s01-01.png,enough animation to produce a wan smile .
dataset\archive\dataset\r02-117-s06-00.png,' You 're not tired .
dataset\archive\dataset\f04-035-s01-00.png,It was learned that Elizabeth Camp had been lending
dataset\archive\dataset\a01-122-s04-01.png,affluence it seemed it could not be carried on .
dataset\archive\dataset\f04-011-s01-00.png,It seemed probable that the motive had been
dataset\archive\dataset\c03-003d-s01-01.png,"throughout in terms of the cinema , and again"
dataset\archive\dataset\b03-109-s03-00.png,Even then it might be easier to persuade the British
dataset\archive\dataset\g06-018h-s01-02.png,"told Arthur , ' to find this place agree with me better"
dataset\archive\dataset\a02-102-s01-01.png,kneeling with heads bowed .
dataset\archive\dataset\b06-090-s01-00.png,It is quite evident
dataset\archive\dataset\g07-014b-s01-00.png,"Thus on April 21st , several"
dataset\archive\dataset\g07-018a-s00-01.png,his copying .
dataset\archive\dataset\j06-014-s01-01.png,"layer , which the authors think probably consists"
dataset\archive\dataset\a02-053-s01-02.png,"disarming Committee of 100 , the Committee claimed"
dataset\archive\dataset\g06-018e-s01-00.png,In late
dataset\archive\dataset\r03-035-s04-00.png,"You have some securities ,"
dataset\archive\dataset\a06-057-s04-01.png,"accused the Prime Minister of "" political double talk . """
dataset\archive\dataset\g06-011h-s04-01.png,what a busy town .
dataset\archive\dataset\g06-011l-s04-01.png,"people , and what a busy town ."
dataset\archive\dataset\g06-011e-s01-00.png,He told Cloncurry that he enjoyed it as much as his
dataset\archive\dataset\a05-125-s02-01.png,lobbied M.P.s and harangued them
dataset\archive\dataset\k02-093-s01-01.png,"himself , he knew well how to entertain his bachelor"
dataset\archive\dataset\m01-095-s03-00.png,He reversed and
dataset\archive\dataset\a01-030x-s00-01.png,ration .
dataset\archive\dataset\r06-121-s02-00.png,After lunch we
dataset\archive\dataset\n06-140-s05-02.png,"observed Dan , shifting about in his saddle ."
dataset\archive\dataset\r06-143-s00-01.png,beside # Catherine .
dataset\archive\dataset\g04-011-s01-01.png,"religious instruction through the Diocese , and I"
